id,firstName,lastName,team,weight,height,jersey,year,position,homeCity,homeState,homeCountry,homeLatitude,homeLongitude,homeCountyFIPS,recruitIds,conference
4879929,Jarel,Dickson,Army,214,71,5,4,RB,Trenton,TN,USA,35.9807252,-88.9416829,47053,[],AAC
4879940,Will,Jeffcoat,Army,305,74,59,4,OL,Pelion,SC,USA,33.7625708,-81.2445502,45063,[],AAC
4923279,Jaxon,Hammond,Army,175,70,17,3,CB,Memphis,TN,USA,35.1490215,-90.0516285,47157,['112789'],AAC
5082118,Zach,Mundell,Army,185,69,1,3,QB,Arlington,TX,USA,32.701938999999996,-97.10562379033699,48439,['118294'],AAC
5082119,Anderson,Britton,Army,180,69,1,4,PK,Ringgold,GA,USA,34.91591,-85.1091173,13047,[],AAC
5082120,Jabril,Williams,Army,190,70,6,4,CB,Joliet,IL,USA,41.5263603,-88.0840212,17197,['118406'],AAC
5082123,Charlie,Barnett,Army,191,73,7,3,PK,Austin,TX,USA,30.2711286,-97.7436995,48453,[],AAC
5082125,Dewayne,Coleman,Army,200,70,10,4,QB,Selma,TX,USA,,,,[],AAC
5082128,Jaydan,Mayes,Army,188,70,7,3,CB,Fairfield,OH,USA,39.3458953,-84.5605031,39017,['118030'],AAC
5082131,Sabastian,Shannon,Army,195,71,19,4,RB,Las Vegas,NV,USA,36.1672559,-115.1485163,32003,[],AAC
5082134,Casey,Larkin,Army,195,72,20,4,S,Brielle,NJ,USA,40.1078931,-74.0565263,34025,[],AAC
5082138,Gavin,Shields,Army,205,74,14,4,S,Pitman,NJ,USA,,,,[],AAC
5082140,Liam,Fortner,Army,210,73,4,4,WR,Knoxville,TN,USA,35.9603948,-83.9210261,47093,['118334'],AAC
5082142,Noah,Short,Army,195,72,15,4,WR,San Jose,CA,USA,37.3361905,-121.8905833,06085,['118309'],AAC
5082144,Hayden,Reed,Army,220,72,8,4,RB,Tampa,FL,USA,27.9477595,-82.458444,12057,['117847'],AAC
5082148,Eric,Ford,Army,235,75,40,4,LB,Laurel,MD,USA,39.0992752,-76.8483061,24033,['118032'],AAC
5082153,Braden,Bartosh,Army,305,74,50,4,OL,Riverside,MO,USA,39.1775032,-94.6130121,29165,['118259'],AAC
5082154,Kalib,Fortner,Army,220,73,53,4,LB,Knoxville,TN,USA,35.9603948,-83.9210261,47093,['118393'],AAC
5082155,Tanner,Bivins,Army,300,73,54,4,OL,Alpharetta,GA,USA,34.0709576,-84.2747329,13121,[],AAC
5082158,Deshontez,Gray,Army,265,75,98,4,DL,Gaston,SC,USA,39.3940657,-120.7416059,06057,[],AAC
5082162,Ned,Brady,Army,300,76,73,4,OL,New Canaan,CT,USA,41.146763,-73.4948446,09001,[],AAC
5082167,Cooper,Allan,Army,217,73,38,4,P,Franklin,TN,USA,35.925193,-86.8689365,47187,[],AAC
5082174,Jacob,Tuioti,Army,302,73,62,4,DL,Long Beach,CA,USA,33.7690164,-118.1916048,06037,[],AAC
5082178,Jack,Latore,Army,290,77,92,4,DL,Middletown,NJ,USA,40.3942754,-74.117086,34025,[],AAC
5082180,Collin,Matteson,Army,195,72,30,4,S,Edmond,OK,USA,35.6571367,-97.4649038,40109,[],AAC
5082189,Andon,Thomas,Army,230,72,51,4,LB,Liberty Hill,TX,USA,30.6649119,-97.9225161,48491,[],AAC
5082191,Justin,Weaver,Army,190,71,5,4,CB,Decatur,GA,USA,33.7737582,-84.296069,13089,['118204'],AAC
5086232,Kyle,Kloska,Army,305,75,75,3,OL,Grand Rapids,MI,USA,42.9632405,-85.6678639,26081,[],AAC
5150297,Cale,Hellums,Army,205,70,3,3,QB,Tomball,TX,USA,30.0971621,-95.6160549,48201,[],AAC
5150298,Stephen,Nnadozie,Army,190,71,3,3,S,Fort Worth,TX,USA,32.753177,-97.3327459,48439,[],AAC
5150302,James,Wagenseller,Army,225,75,46,3,P,Poway,CA,USA,32.9628234,-117.0358646,06073,[],AAC
5150311,Lloyd,Benson III,Army,195,68,23,3,WR,Baton Rouge,LA,USA,30.4459596,-91.18738,22033,[],AAC
5150312,David,Clerk,Army,175,69,26,3,WR,Burleson,TX,USA,32.5420821,-97.3208492,48251,[],AAC
5150316,Samari,Howard,Army,190,67,27,3,WR,Temple,TX,USA,31.098207,-97.3427847,48027,[],AAC
5150317,Christian,Yousefzadeh,Army,240,75,49,3,LB,Jacksonville,FL,USA,30.3321838,-81.655651,12031,[],AAC
5150319,Christopher,Williams,Army,205,69,32,3,S,San Diego,CA,USA,32.7174209,-117.1627714,06073,[],AAC
5150324,Caden,Brungard,Army,210,72,31,3,CB,Scranton,PA,USA,41.4086874,-75.6621294,42069,[],AAC
5150326,Carson,Smith,Army,240,72,34,3,RB,Middletown,MD,USA,39.4437567,-77.5454038,24021,[],AAC
5150327,Jake,Lindsey,Army,215,71,44,3,LB,Saint Marys,GA,USA,30.7305142,-81.5464928,13039,[],AAC
5150328,Brady,Mott,Army,220,73,18,3,RB,Vacaville,CA,USA,38.3565773,-121.9877444,06095,[],AAC
5150329,Jake,Rendina,Army,240,71,33,3,RB,Kalispell,MT,USA,48.2022563,-114.3167117,30029,[],AAC
5150331,Baylor,Newsom,Army,220,73,21,3,LB,Jacksonville,FL,USA,30.3321838,-81.655651,12031,[],AAC
5150332,Kurt,Thompson,Army,200,75,83,3,WR,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[],AAC
5150333,Parker,Poloskey,Army,250,76,44,3,TE,Boca Raton,FL,USA,26.3586885,-80.0830984,12099,[],AAC
5150334,CJ,Bowens,Army,232,74,59,2,LB,Port Saint Lucie,FL,USA,27.2939333,-80.3503283,12111,[],AAC
5150338,Brian,Dyer,Army,245,76,80,3,TE,Plano,TX,USA,33.0136764,-96.6925096,48085,[],AAC
5150339,Noah,Nixon,Army,227,74,47,3,LB,Orlando,FL,USA,28.5421109,-81.3790304,12095,[],AAC
5150340,Isaiah,Birl,Army,220,72,36,3,LB,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,['112799'],AAC
5150342,Drew,Prieto,Army,200,71,66,3,LS,Atlanta,GA,USA,33.7490987,-84.3901849,13121,[],AAC
5150344,Brady,Small,Army,315,72,51,3,OL,Mount Ephraim,NJ,USA,,,,[],AAC
5150347,Owen,Walter,Army,225,72,55,3,LS,Arlington Heights,IL,USA,42.0811563,-87.9802164,17031,[],AAC
5150349,Tyler,Lee,Army,315,73,56,3,OL,Tomball,TX,USA,30.0971621,-95.6160549,48201,[],AAC
5150351,Nick,Moore,Army,290,75,57,2,OL,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[],AAC
5150352,Henry,Appleton,Army,300,74,58,3,OL,Denton,TX,USA,33.2150386,-97.1330516,48121,[],AAC
5150355,Brandon,Wraalstad,Army,290,75,64,3,OL,Oconomowoc,WI,USA,43.1116731,-88.4992659,55133,[],AAC
5150360,Paolo,Gennarelli,Army,300,73,71,3,OL,Kane,IL,USA,,,,[],AAC
5150362,Lane,Parks,Army,305,75,72,3,OL,Yukon,OK,USA,35.5067259,-97.7625386,40017,[],AAC
5150364,Kody,Harris-Miller,Army,310,73,52,3,DL,Middletown,DE,USA,39.4496857,-75.7166811,10003,[],AAC
5150365,Jonah,Zimmerman,Army,300,75,79,3,OL,Oceanside,CA,USA,33.1958696,-117.3794834,06073,[],AAC
5150368,Kavon,Pointer,Army,215,74,89,3,WR,Jonesboro,AR,USA,35.8428646,-90.7034522,05031,[],AAC
5150369,Dillon,Stowers,Army,270,74,96,3,DL,Lynchburg,VA,USA,37.4137536,-79.1422464,51680,[],AAC
5150370,Teddy,Williams,Army,300,76,74,3,OL,Grand Ledge,MI,USA,42.7533685,-84.7463757,26045,[],AAC
5150372,Amir,Ali,Army,276,73,90,3,DL,San Antonio,TX,USA,29.4246002,-98.4951405,48029,[],AAC
5150373,Tobi,Olawole,Army,200,73,11,3,WR,Buford,GA,USA,34.1206564,-84.0043513,13135,[],AAC
5150374,Jack,Bousum,Army,268,76,99,2,DL,Annapolis,MD,USA,38.9786401,-76.492786,24003,[],AAC
5150375,Donovan,Poe,Army,266,72,88,2,DL,Long Beach,CA,USA,33.7690164,-118.1916048,06037,[],AAC
5169547,AJ,Barbat,Army,225,72,39,2,LB,Franklin,TN,USA,35.925193,-86.8689365,47187,[],AAC
5211750,Stratton,Fuller,Army,188,71,25,1,RB,Columbia City,IN,USA,41.156928,-85.4884616,18183,[],AAC
5214412,Seth,Shigg,Army,182,70,17,1,QB,Los Angeles,CA,USA,34.0536909,-118.2427666,06037,['108358'],AAC
5219405,Aden,Self,Army,220,71,2,2,RB,Spring,TX,USA,30.0798826,-95.4172549,48201,[],AAC
5219406,Briggs,Bartosh,Army,213,70,29,2,RB,Riverside,MO,USA,39.1775032,-94.6130121,29165,[],AAC
5219407,Rob,Houston,Army,180,70,9,2,CB,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[],AAC
5219408,Ethan,Washington,Army,205,73,9,2,QB,Suwanee,GA,USA,34.0514898,-84.0712997,13135,[],AAC
5219409,Cole,Searight,Army,195,70,10,2,CB,Waxhaw,NC,USA,34.9362535,-80.75079198523316,37179,[],AAC
5219412,Caleb,Williams,Army,195,70,13,2,S,Canton,MI,USA,42.3076547,-83.4868961,28089,['110723'],AAC
5219413,Trey,Tremba,Army,200,70,16,2,RB,Slatington,PA,USA,40.7484285,-75.6118529,42077,[],AAC
5219415,CJ,Martin,Army,190,73,33,2,CB,Ironton,OH,USA,38.5367471,-82.6829406,39087,[],AAC
5219417,Tim,Kloska,Army,220,71,20,2,RB,Grand Rapids,MI,USA,42.9632405,-85.6678639,26081,[],AAC
5219418,Larry,Pickett Jr.,Army,195,73,22,2,S,Raleigh,NC,USA,35.7803977,-78.6390989,37183,[],AAC
5219419,Ish,Taylor,Army,185,69,25,2,CB,Dallas,TX,USA,32.7762719,-96.7968559,48113,[],AAC
5219421,Elijah,Walton,Army,220,72,42,2,LB,San Antonio,TX,USA,29.4246002,-98.4951405,48029,[],AAC
5219422,Devan,Moss,Army,177,68,18,2,CB,Birmingham,AL,USA,33.5206824,-86.8024326,01073,[],AAC
5219423,Jayden,Walker,Army,180,69,28,2,WR,McKinney,TX,USA,33.1976496,-96.6154471,48085,[],AAC
5219426,Brennan,Fisher,Army,230,71,38,2,LB,Perkasie,PA,USA,40.372048,-75.292676,42017,[],AAC
5219429,Daniel,Ogordi,Army,200,71,37,2,S,Laurel,MD,USA,39.0992752,-76.8483061,24033,[],AAC
5219430,Sam,Zagame,Army,260,74,57,2,DL,Clermont,FL,USA,28.5494447,-81.7728543,12069,[],AAC
5219433,Khaled,Waliagha,Army,215,70,43,2,LB,Angie,LA,USA,30.9665729,-89.8095208,22117,[],AAC
5219435,Campbell,Sager,Army,255,76,45,2,LB,Portland,OR,USA,45.5202471,-122.6741949,41051,[],AAC
5219436,Brady,Anderson,Army,210,73,84,2,WR,Edina,MN,USA,44.8897027,-93.3501222,27053,[],AAC
5219438,Cael,Newton,Army,265,77,97,2,DL,Punta Gorda,FL,USA,26.9297836,-82.0453664,12015,[],AAC
5219441,Matt,Gemma,Army,290,73,95,2,DL,Flemington,NJ,USA,40.5130953,-74.8591333,34019,[],AAC
5219442,Everett,Champlin,Army,295,77,55,2,OL,Spring,TX,USA,30.0798826,-95.4172549,48201,[],AAC
5219443,Nick,Buchys,Army,275,74,56,2,DL,Langhorne,PA,USA,40.1745538,-74.9226665,42017,[],AAC
5219444,Sam,Waters,Army,295,75,60,2,OL,Boerne,TX,USA,29.7946641,-98.7319703,48259,[],AAC
5219446,Ben,Britton,Army,310,75,63,2,OL,Mount Pleasant,SC,USA,32.7940651,-79.8625851,45019,[],AAC
5219447,Chuck,Johnson,Army,295,75,66,2,OL,Fort Worth,TX,USA,32.753177,-97.3327459,48439,[],AAC
5219448,Wes,Shaw,Army,305,75,67,2,OL,Tampa,FL,USA,27.9477595,-82.458444,12057,[],AAC
5219449,Ryan,Snipes,Army,225,76,67,2,LS,Roswell,GA,USA,34.02332,-84.360022,13121,[],AAC
5219450,Josh,Manecke,Army,310,79,68,2,OL,Downers Grove,IL,USA,41.7938195,-88.010376,17043,[],AAC
5219452,Braeden,Helmkamp,Army,300,77,70,2,OL,Washington,PA,USA,40.17396,-80.2461714,42125,[],AAC
5219455,Xavier,Archawski,Army,310,77,78,2,OL,Ardmore,PA,USA,40.0067786,-75.2854622,42091,[],AAC
5219456,Sean,Donovan,Army,280,73,91,2,DL,Danbury,CT,USA,41.394817,-73.4540111,09001,[],AAC
5219462,Mack,O'Halloran,Army,285,75,52,2,OL,Downers Grove,IL,USA,41.7938195,-88.010376,17043,[],AAC
5219463,Bryson,Hosea,Army,185,71,90,2,PK,Roswell,GA,USA,34.02332,-84.360022,13121,[],AAC
5219464,James,Rothstein,Army,260,77,87,2,TE,Pleasanton,CA,USA,37.6624312,-121.8746789,06001,[],AAC
5219465,Max,Stober,Army,280,78,76,2,OL,Redondo Beach,CA,USA,33.8455911,-118.3886766,06037,[],AAC
5219467,Grayson,Baker,Army,275,79,93,2,DL,Worcester,MA,USA,42.2625932,-71.8022934,25027,[],AAC
5219468,Tex,Brannan,Army,245,77,86,2,TE,Whitesboro,TX,USA,33.6564674,-96.9059847,48181,[],AAC
5219469,Javon,Smith,Army,265,74,94,2,DL,Kansas City,MO,USA,39.100105,-94.5781416,29095,[],AAC
5219470,Dawson,Jones,Army,190,71,95,2,PK,Waxhaw,NC,USA,34.9362535,-80.75079198523316,37179,[],AAC
5219471,Noah,Prior,Army,255,76,85,2,TE,Bishop,GA,USA,33.8192864,-83.4387722,13219,[],AAC
5219473,Jake,Hulstein,Army,240,73,97,2,PK,Cedar Falls,IA,USA,42.5274123,-92.4453179,19013,[],AAC
5219474,Matthew,Faulk,Army,190,72,98,2,P,Mill Creek,WA,USA,47.8577455,-122.2210628,53061,[],AAC
5219475,Chace,Knox,Army,170,69,14,2,WR,Wilmington,DE,USA,39.7459468,-75.546589,10003,[],AAC
5238236,JD,Sparks,Army,197,70,32,3,S,Southlake,TX,USA,32.9412363,-97.1341783,48439,[],AAC
5293681,Harrison,Mass,Army,182,71,1,1,CB,Cypress,TX,USA,29.9691116,-95.6971686,48201,[],AAC
5293682,Julian,Porter,Army,197,72,2,1,CB,Saint Johns,FL,USA,,,,[],AAC
5293683,Nathan,Adejokun,Army,199,71,4,1,CB,Melissa,TX,USA,33.2860549,-96.5725952,48085,[],AAC
5293684,Bryson,Luter,Army,206,71,6,1,QB,Indianapolis,IN,USA,39.7683331,-86.1583502,18097,[],AAC
5293685,Godspower,Nwawuihe,Army,211,70,7,1,QB,Garland,TX,USA,32.912624,-96.6388833,48113,[],AAC
5293686,Jaylen,Jones,Army,209,71,8,1,S,San Tan Valley,AZ,USA,33.1775233,-111.5478925,04021,[],AAC
5293687,David,Thom-Rogers,Army,192,74,11,1,S,Montclair,NJ,USA,40.8164458,-74.2210643,34013,[],AAC
5293688,Blake,Owen,Army,231,73,13,1,QB,Cookeville,TN,USA,36.1623886,-85.4997057,47141,[],AAC
5293689,Zane,Tallman,Army,214,75,15,1,CB,Peoria,AZ,USA,33.5806115,-112.2372942,04013,[],AAC
5293690,Landin,Hoeppner,Army,195,71,16,1,S,Leo,IN,USA,33.8334972,-79.6150625,45041,[],AAC
5293691,Jaquavious,Moss,Army,246,72,19,1,LB,Eufaula,AL,USA,31.905459999999998,-85.15893958513422,01005,[],AAC
5293692,BJ,Alleyne,Army,190,68,22,1,WR,Wilmington,DE,USA,39.7459468,-75.546589,10003,[],AAC
5293693,Max,Phenicie,Army,213,73,23,1,LB,Zionsville,IN,USA,39.950724,-86.2616968,18011,['108061'],AAC
5293694,Elijah,Easley,Army,231,72,26,1,LB,Ypsilanti,MI,USA,42.24253,-83.6171426940706,26161,[],AAC
5293695,JT,Poynton,Army,192,72,27,1,S,Frankfort,IL,USA,41.4958665,-87.8486613,17197,[],AAC
5293696,Brian,Barton,Army,194,71,28,1,S,Mansfield,TX,USA,32.5631924,-97.1416768,48439,[],AAC
5293697,Kai,Woolfolk,Army,224,72,29,1,LB,Mason,OH,USA,39.3600586,-84.309939,39165,[],AAC
5293698,Stroman,Bridges,Army,216,72,32,1,WR,Midland,TX,USA,31.9973662,-102.0779482,48329,[],AAC
5293699,Kayvion,Freeman,Army,225,75,33,1,CB,Pearl,MS,USA,32.2745912,-90.1320311,28121,[],AAC
5293700,Victor,Afolabi,Army,229,77,34,1,LB,Chesterfield,VA,USA,37.3770935,-77.5058196,51041,[],AAC
5293701,Demani,Stewart,Army,238,70,36,1,RB,Leander,TX,USA,30.5586046,-97.8444364,48491,[],AAC
5293702,Ian,Cline,Army,214,69,37,1,RB,Lewisburg,WV,USA,37.8017879,-80.4456303,54025,[],AAC
5293703,Nolan,Johnson,Army,222,73,38,1,RB,Jackson,OH,USA,39.0520169,-82.6365537,39079,[],AAC
5293704,Harrison,Orr,Army,216,73,39,1,RB,Destin,FL,USA,30.3935337,-86.4957834,12091,[],AAC
5293705,Tucker,James,Army,190,70,40,1,RB,Roanoke,TX,USA,33.0040126,-97.2258483,48121,[],AAC
5293706,Jaden,Pydyn,Army,204,73,42,1,RB,Northville,MI,USA,42.4310806,-83.4832262,26163,[],AAC
5293707,Adam,Buffington,Army,192,72,45,1,WR,Friendswood,TX,USA,29.5293998,-95.2010447,48167,[],AAC
5293708,Nick,McGlynn,Army,235,73,46,1,LB,Philadelphia,PA,USA,39.9527237,-75.1635262,42101,[],AAC
5293709,Mason,Smith,Army,199,76,46,1,WR,Edmond,OK,USA,35.6571367,-97.4649038,40109,[],AAC
5293710,Bryson,Banks,Army,248,68,48,1,LB,Lawrenceville,GA,USA,33.9562149,-83.9879625,13135,[],AAC
5293711,Jackson,Weingart,Army,234,74,50,1,LB,Carmel,IN,USA,39.9788017,-86.1189257,18057,[],AAC
5293712,James,Bland,Army,325,74,53,1,OL,Midlothian,VA,USA,37.5062673,-77.649268,51041,[],AAC
5293713,JB,Cook,Army,216,74,53,1,LS,Mountain Brook,AL,USA,33.481719,-86.74500120798592,01073,[],AAC
5293714,Carson,Daniell,Army,226,72,54,1,LB,Lawrenceville,NJ,USA,40.300987649999996,-74.73737283395636,34021,[],AAC
5293715,Jacob,Mainord,Army,229,73,55,1,LB,Fort Worth,TX,USA,32.753177,-97.3327459,48439,[],AAC
5293716,Dominic,Bruce,Army,261,77,57,1,OL,Blue Springs,MO,USA,39.017316,-94.282265,29095,[],AAC
5293717,Jacob,Hinton,Army,216,76,58,1,LB,Greenfield,IN,USA,39.7855096,-85.7681979,18059,[],AAC
5293718,Xavier,Ryan,Army,221,72,59,1,LB,Warner Robins,GA,USA,32.6200973,-83.606568,13153,[],AAC
5293719,Will,Mack,Army,309,77,62,1,OL,New Braunfels,TX,USA,29.7028266,-98.1257348,48091,[],AAC
5293720,Christopher,Broberg,Army,318,79,64,1,OL,Clifton Park,NY,USA,42.8656325,-73.7709535,36091,[],AAC
5293721,Zach,Tomosovich,Army,327,77,65,1,OL,Trafford,PA,USA,33.835385,-86.76579058265801,01073,[],AAC
5293722,Kieran,Garris,Army,325,73,68,1,OL,Boerne,TX,USA,29.7946641,-98.7319703,48259,[],AAC
5293723,Miles,Hagan,Army,270,74,69,1,OL,Spring,TX,USA,30.0798826,-95.4172549,48201,[],AAC
5293724,Gregory,Meidl,Army,280,76,70,1,OL,Mankato,MN,USA,44.1634663,-93.9993505,27013,[],AAC
5293725,Ben,Konopka,Army,271,74,73,1,OL,Huntley,IL,USA,42.1722503,-88.42692,17111,[],AAC
5293726,Tim,Savchuk,Army,315,75,76,1,OL,Oswego,IL,USA,41.6789932,-88.3550216,17093,[],AAC
5293727,Kyle,Baltazar,Army,267,74,77,1,OL,Park Ridge,IL,USA,42.0112329,-87.8406031,17031,[],AAC
5293728,Jack,Manning,Army,284,74,79,1,OL,Parkville,MO,USA,39.1896268,-94.6826891,29165,[],AAC
5293729,Kofi,Eduful,Army,214,72,81,1,WR,Forney,TX,USA,32.747893,-96.4719289,48257,[],AAC
5293730,Brian,Ray III,Army,207,72,82,1,WR,Folsom,CA,USA,38.6779591,-121.1760583,06067,[],AAC
5293731,William,Brockmeier,Army,258,75,83,1,DL,Naples,FL,USA,26.1421976,-81.7942944,12021,[],AAC
5293732,Xander,Walker,Army,244,76,85,1,DL,Mansfield,TX,USA,32.5631924,-97.1416768,48439,[],AAC
5293733,Jacob,Cotterill,Army,280,76,86,1,DL,Summerville,SC,USA,33.0206179,-80.1747537,45035,[],AAC
5293734,Jadon,Bumbaugh,Army,275,74,87,1,DL,Rockville,MD,USA,39.0840054,-77.1527573,24031,[],AAC
5293735,Jakiel,Kendricks,Army,190,74,88,1,WR,Los Angeles,CA,USA,34.0536909,-118.2427666,06037,[],AAC
5293736,Dean,Gee Jr.,Army,225,71,89,1,DL,Ruskin,FL,USA,27.7208575,-82.4331528,12057,[],AAC
5293737,Josh,Greer,Army,240,75,90,1,TE,Uniontown,OH,USA,40.1306251,-80.9917631,39013,[],AAC
5293738,Charles,Daly,Army,225,73,91,1,TE,Chicago,IL,USA,41.8755616,-87.6244212,17031,[],AAC
5293739,Joey,Scardina,Army,192,71,91,1,PK,Columbia,MO,USA,38.951883,-92.3337366,29019,[],AAC
5293740,Abram,Edwards,Army,227,77,92,1,TE,Winfield,IA,USA,,,,[],AAC
5293741,Andrew,Astone,Army,195,73,93,1,PK,Littleton,CO,USA,39.613321,-105.0166498,08005,[],AAC
5293742,Luca,Guerra,Army,188,71,96,1,PK,Miami Springs,FL,USA,25.82184795,-80.2927081391561,12086,[],AAC
5306147,Charlie,Barnett,Army,,,-1,0,?,,,,,,,[],AAC
5306151,Cj,Bowens,Army,,,-1,0,?,,,,,,,[],AAC
5306152,Dean,Gee. Jr,Army,,,-1,0,?,,,,,,,[],AAC
4428167,Justin,Olson,Charlotte,210,75,4,4,WR,Huntersville,NC,USA,35.410845,-80.8429094,37119,[],AAC
4429841,Jalar,Holley,Charlotte,315,75,97,4,DL,Auburn,GA,USA,34.0136622,-83.8273503,13013,[],AAC
4431591,Zion,Shockley,Charlotte,285,76,18,4,DL,Berlin,MD,USA,38.3226154,-75.2176892,24047,[],AAC
4585067,Mason,Bowers,Charlotte,310,76,57,4,OL,High Point,NC,USA,35.9556924,-80.0053176,37081,['120805'],AAC
4601078,Derrick,Edwards,Charlotte,185,71,8,4,DB,Miami,FL,USA,25.7742658,-80.1936589,12086,[],AAC
4613268,Joey,Bearns III,Charlotte,280,73,0,4,TE,Huntingtown,MD,USA,38.6129305,-76.61752759026258,24009,['117118'],AAC
4683170,Macyo,Williams,Charlotte,280,73,15,4,DL,Akron,OH,USA,41.083064,-81.518485,39153,['117752'],AAC
4685535,CJ,Stokes,Charlotte,200,70,23,3,RB,Columbia,SC,USA,34.0007493,-81.0343313,45079,[],AAC
4687355,Thai,Baldwin,Charlotte,180,71,16,4,DB,Hampton,VA,USA,37.0520315,-76.2856365,51650,['117773'],AAC
4688812,Ja'Qurious,Conley,Charlotte,215,73,6,4,DB,Jacksonville,NC,USA,34.7494749,-77.4208221,37133,['118558'],AAC
4689594,Colby,Garfield,Charlotte,235,74,39,4,LS,Clemmons,NC,USA,36.0215258,-80.3819984,37067,[],AAC
4689595,Jonny,King,Charlotte,295,75,52,4,OL,Greensboro,NC,USA,36.0726355,-79.7919754,37081,['121878'],AAC
4698623,Breon,Noel,Charlotte,200,70,21,4,DB,Baltimore,MD,USA,39.2908816,-76.610759,24510,[],AAC
4708099,Gus,McGee,Charlotte,250,77,17,4,TE,Newburyport,MA,USA,42.8125913,-70.8772751,25009,['117348'],AAC
4709809,Andrew,Adair,Charlotte,320,76,56,4,OL,Warrenton,VA,USA,38.7135498,-77.795367,51061,['117714'],AAC
4710764,Shay,Taylor,Charlotte,235,75,35,4,LB,Mount Perry,OH,USA,,,,['118263'],AAC
4784594,CJ,Clinkscales Jr.,Charlotte,175,68,12,3,DB,Buford,GA,USA,34.1206564,-84.0043513,13135,['114783'],AAC
4801306,Conner,Harrell,Charlotte,210,74,15,3,QB,Alabaster,AL,USA,33.2442813,-86.8163773,01117,[],AAC
4808719,Zach,Wilcke,Charlotte,205,75,1,3,QB,Hernando,MS,USA,34.823987,-89.9937018,28033,['115149'],AAC
4837377,Mo,Clipper Jr.,Charlotte,315,77,55,3,OL,Alpharetta,GA,USA,34.0709576,-84.2747329,13121,[],AAC
4838552,Eli,Samples,Charlotte,290,77,71,3,OL,Cumming,GA,USA,34.2073196,-84.1401926,13117,['115389'],AAC
4869241,DJ,Burgess,Charlotte,270,74,7,3,DL,Oxford,MS,USA,34.3664127,-89.5187664,28071,"['115607', '182981']",AAC
4869496,Tyler,Gibson,Charlotte,310,77,74,3,OL,Alpharetta,GA,USA,34.0709576,-84.2747329,13121,['114081'],AAC
4870618,Dwight,Bootle II,Charlotte,180,70,11,3,DB,Miami,FL,USA,25.7742658,-80.1936589,12086,[],AAC
4870747,Adam,Hopkins IV,Charlotte,180,72,14,2,WR,Thomasville,GA,USA,30.8365815,-83.9787808,13275,['111513'],AAC
4877761,Caleb,Curtain,Charlotte,195,73,1,4,DB,Greensboro,NC,USA,36.0726355,-79.7919754,37081,[],AAC
4878222,Braden,Mullen,Charlotte,245,76,44,4,DL,Glenview,IL,USA,42.0700662,-87.8114044,17031,[],AAC
4878236,Gavin,Shipman,Charlotte,180,71,4,4,DB,Alabaster,AL,USA,33.2442813,-86.8163773,01117,[],AAC
4879655,Henry,Rutledge,Charlotte,185,68,21,4,RB,Charlotte,NC,USA,35.2272,-80.843083,37119,[],AAC
4880362,Reid,Williford,Charlotte,235,74,40,4,LB,Franklin,TN,USA,35.925193,-86.8689365,47187,['115248'],AAC
4880676,Randy,Franklin,Charlotte,200,72,43,4,DB,Fayetteville,NC,USA,35.0525759,-78.878292,37051,[],AAC
4883774,Jayden,McGowan,Charlotte,180,67,3,4,WR,Laurens,SC,USA,34.4989248,-82.0156362,45059,[],AAC
4884373,Jesse,Ramil,Charlotte,300,76,68,4,OL,Binghamton,NY,USA,42.096968,-75.914341,36007,[],AAC
4886015,Kristos,Fernandez,Charlotte,300,77,75,4,OL,New Hyde Park,NY,USA,40.7308451,-73.6805499,36059,[],AAC
4888151,Rod,Green,Charlotte,315,77,50,3,OL,Dayton,OH,USA,39.7589478,-84.1916069,39113,['183084'],AAC
4899358,Antonio,Cotman Jr.,Charlotte,200,74,5,2,DB,Richmond,VA,USA,37.5385087,-77.43428,51760,[],AAC
4912222,Boston,Brinkley,Charlotte,315,75,65,3,OL,Fort Mill,SC,USA,35.0073697,-80.9450759,45091,['115454'],AAC
4915837,Grayson,Loftis,Charlotte,215,75,12,2,QB,Gaffney,SC,USA,35.0717945,-81.6498195,45021,['112120'],AAC
4917092,Jamarrion,Solomon,Charlotte,270,72,51,3,DL,Miami,FL,USA,25.7742658,-80.1936589,12086,[],AAC
4921434,Collin,Gill,Charlotte,210,72,3,2,DB,Fort Washington,MD,USA,38.7125305,-77.0124598,24033,['112501'],AAC
5081077,Ayo,Tifase,Charlotte,285,76,50,3,DL,Baltimore,MD,USA,39.2908816,-76.610759,24510,[],AAC
5081131,Javen,Nicholas,Charlotte,190,69,9,3,WR,New Orleans,LA,USA,29.9499323,-90.0701156,22071,[],AAC
5081247,Isaiah,Bullerdick,Charlotte,300,74,76,3,OL,Harrisburg,NC,USA,35.3262523,-80.6446563,37025,[],AAC
5081250,Sean,Brown,Charlotte,200,76,8,4,WR,Waxhaw,NC,USA,34.9362535,-80.75079198523316,37179,[],AAC
5081427,Jake,Young,Charlotte,240,75,87,3,TE,Waxhaw,NC,USA,34.9362535,-80.75079198523316,37179,[],AAC
5081440,Liam,Boyd,Charlotte,200,73,37,3,PK,Asheville,NC,USA,35.6009498,-82.5540161,37021,[],AAC
